Updated Matlist.txt 5/22/2011
http://www.VarmintAl.com/aengr.htm
English Units (lbf-s2/in, in, s, lbf, psi, lbf-in)
 
I.D. Material Name and Condition.                                  Density Yng's Poiss  Yld   Ult  Elong Redu  CTE  Yld
                                                                   lb/in^3 Modul Ratio  Strs  Strs   %   Area 10^-6 off-
                                                                            msi         ksi   ksi         %   /degF set
 401 STEEL WROUGHT STAINLESS 18-2MN 0.25 IN BAR ANNEALED            0.2850 28.00 0.290  65.0 120.0  60.0 70.0 10.80 0.20
 402 STEEL WROUGHT STAINLESS 18-2MN 0.25 IN BAR 20% CR              0.2850 28.00 0.290 135.0 172.0  28.0 60.0 10.80 0.20
 403 STEEL WROUGHT STAINLESS 18-2MN 0.25 IN BAR 60% CR              0.2850 28.00 0.290 224.0 265.0   9.5 40.0 10.80 0.20
 404 STEEL WROUGHT STAINLESS 400 SHEET ANEALED                      0.2800 29.00 0.290  32.0  62.0  32.0  ---  5.50 0.20
 405 STEEL WROUGHT STAINLESS 405 SHEET ANNEALED                     0.2800 29.00 0.290  47.0  67.0  27.0  ---  6.00 0.20
 406 STEEL WROUGHT STAINLESS 405 SHEET ??% CR                       0.2800 29.00 0.290  65.0  90.0  20.0 60.0  6.00 0.20
 407 STEEL WROUGHT STAINLESS 405 SHEET ??% CR                       0.2800 29.00 0.290 125.0 130.0  10.0  ---  6.00 0.20
 408 STEEL WROUGHT STAINLESS 430 SHEET ANNEALED                     0.2800 29.00 0.290  52.0  75.0  25.0 65.0  5.80 0.20
 409 STEEL WROUGHT STAINLESS 430 SHEET ??% CR                       0.2800 29.00 0.290  65.0  90.0  20.0 60.0  5.80 0.20
 410 STEEL WROUGHT STAINLESS 430 SHEET ??% CR                       0.2800 29.00 0.290 125.0 130.0   2.0 45.0  5.80 0.20
 411 STEEL WROUGHT STAINLESS 442 SHEET ANNEALED                     0.2800 29.00 0.290  52.0  80.0  25.0 52.0  5.80 0.20
 412 STEEL WROUGHT STAINLESS 442 SHEET ??% CR                       0.2800 29.00 0.290  70.0  90.0  20.0 45.0  5.80 0.20
 413 STEEL WROUGHT STAINLESS 442 SHEET ??% CR                       0.2800 29.00 0.290 100.0 110.0  15.0 30.0  5.80 0.20
 414 STEEL WROUGHT STAINLESS 446 SHEET ANNEALED                     0.2700 29.00 0.290  52.0  80.0  25.0 52.0  5.80 0.20
 415 STEEL WROUGHT STAINLESS 446 SHEET ??% CR                       0.2700 29.00 0.290  70.0  90.0  20.0 45.0  5.80 0.20
 416 STEEL WROUGHT STAINLESS 446 SHEET ??% CR                       0.2700 29.00 0.290 109.5 110.5  15.0 30.0  5.80 0.20
 417 STEEL WROUGHT STAINLESS 18 SR SHEET ANNEALED                   0.2700 29.00 0.290  65.0  85.0  27.0  ---  5.90 0.20
 418 STEEL WROUGHT STAINLESS 261 E-BRITE STRIP ANNEALED             0.2770 29.00 0.290  46.0  65.0  44.0 88.0  5.90 0.20
 419 STEEL WROUGHT STAINLESS 261 E-BRITE STRIP 20% CR               0.2770 29.00 0.290  88.0  96.0   8.0  ---  5.90 0.20
 420 STEEL WROUGHT STAINLESS 261 E-BRITE STRIP 60% CR               0.2770 29.00 0.290 116.0 124.0   3.0  ---  5.90 0.20
 421 STEEL WROUGHT STAINLESS 403 BAR ANNEALED                       0.2780 29.70 0.290  45.0  75.0  30.0 70.0  5.50 0.20
 422 STEEL WROUGHT STAINLESS 403 BAR TEMPER 1200F                   0.2780 29.70 0.290  85.0 110.0  23.0 65.0  5.50 0.20
 423 STEEL WROUGHT STAINLESS 403 BAR TEMPER  600F                   0.2780 29.70 0.290 140.0 180.0  15.0 55.0  5.50 0.20
 424 STEEL WROUGHT STAINLESS 410 1 IN. BAR ANNEALED                 0.2790 29.00 0.290  35.0  65.0  27.0 80.0  5.50 0.20
 425 STEEL WROUGHT STAINLESS 410 1 IN. BAR TEMPER 1000F             0.2790 29.00 0.290 104.0 118.0  22.0 66.0  5.50 0.20
 426 STEEL WROUGHT STAINLESS 410 1 IN. BAR TEMPER  600F             0.2790 29.00 0.290 143.0 181.0  17.0 62.0  5.50 0.20
 427 STEEL WROUGHT STAINLESS 410 1 IN. BAR TEMPER  300F             0.2790 29.00 0.290 148.0 188.0  17.0 60.0  5.50 0.20
 428 STEEL WROUGHT STAINLESS 414 BAR ANEALED                        0.2800 28.50 0.290  90.0 115.0  15.0  ---  5.60 0.20
 429 STEEL WROUGHT STAINLESS 414 BAR TEMPER 1200F                   0.2800 28.50 0.290 105.0 120.0  20.0 65.0  5.60 0.20
 430 STEEL WROUGHT STAINLESS 414 BAR TEMPER  800F                   0.2800 28.50 0.290 150.0 200.0  17.0 60.0  5.60 0.20
 431 STEEL WROUGHT STAINLESS 416 BAR ANEALED                        0.2780 29.00 0.290  35.0  65.0  30.0 75.0  5.50 0.20
 432 STEEL WROUGHT STAINLESS 416 BAR TEMPER 1200F                   0.2780 29.00 0.290  90.0 110.0  19.0 54.0  5.50 0.20
 433 STEEL WROUGHT STAINLESS 416 BAR TEMPER  600F                   0.2780 29.00 0.290 140.0 180.0  13.0 40.0  5.50 0.20
 434 STEEL WROUGHT STAINLESS 420 1 IN. BAR ANEALED                  0.2770 29.00 0.290  50.0  95.0  25.0 65.0  5.70 0.20
 435 STEEL WROUGHT STAINLESS 420 1 IN. BAR TEMPER 1400F             0.2770 29.00 0.290  70.0 110.0  25.0 60.0  5.70 0.20
 436 STEEL WROUGHT STAINLESS 420 1 IN. BAR TEMPER  400F             0.2770 29.00 0.290 215.0 250.0   8.0 25.0  5.70 0.20
 437 STEEL WROUGHT STAINLESS 422 BAR ANEALED                        0.2810 29.80 0.290  74.0  97.0  26.0  ---  6.10 0.20
 438 STEEL WROUGHT STAINLESS 422 BAR TEMPER 1400F                   0.2810 29.80 0.290  90.0 121.0  19.0 53.0  6.10 0.20
 439 STEEL WROUGHT STAINLESS 422 BAR TEMPER 1200F                   0.2810 29.80 0.290 125.0 149.0  18.0 52.0  6.10 0.20
 440 STEEL WROUGHT STAINLESS 422 BAR TEMPER  800F                   0.2810 29.80 0.290 168.0 237.0  15.0 52.0  6.10 0.20
 441 STEEL WROUGHT STAINLESS 431 1 IN. BAR ANEALED                  0.2800 29.00 0.290  95.0 120.0  25.0 60.0  6.50 0.20
 442 STEEL WROUGHT STAINLESS 431 1 IN. BAR TEMPER 1100F             0.2800 29.00 0.290 115.0 140.0  19.0 57.0  6.50 0.20
 443 STEEL WROUGHT STAINLESS 431 1 IN. BAR TEMPER  500F             0.2800 29.00 0.290 149.0 198.0  16.0 55.0  6.50 0.20
 444 STEEL WROUGHT STAINLESS 440A BAR ANEALED                       0.2800 29.00 0.290  60.0 105.0  20.0 45.0  5.60 0.20
 445 STEEL WROUGHT STAINLESS 440A BAR TEMPER 600F                   0.2800 29.00 0.290 240.0 260.0   5.0 20.0  5.60 0.20
 446 STEEL WROUGHT STAINLESS 440B BAR ANEALED                       0.2800 29.00 0.290  62.0 107.0  18.0 35.0  5.70 0.20
 447 STEEL WROUGHT STAINLESS 440B BAR TEMPER 600F                   0.2800 29.00 0.290 270.0 280.0   3.0 15.0  5.70 0.20
 448 STEEL WROUGHT STAINLESS 440C BAR ANEALED                       0.2800 29.00 0.290  65.0 110.0  14.0 25.0  5.70 0.20
 449 STEEL WROUGHT STAINLESS 440C BAR TEMPER 600F                   0.2800 29.00 0.290 275.0 285.0   2.0 10.0  5.70 0.20
 450 STEEL WROUGHT STAINLESS 440F BAR TEMPER 600F                   0.2800 29.00 0.290 275.0 285.0   2.0 10.0  5.70 0.20
 451 STEEL WROUGHT STAINLESS 12 MOV SHEET ANNEALED                  0.2790 29.00 0.290  65.0 100.0  22.0  ---  6.60 0.20
 452 STEEL WROUGHT STAINLESS 12 MOV TEMPER 900F                     0.2790 29.00 0.290 195.0 247.0  10.5  ---  6.70 0.20
 453 STEEL WROUGHT STAINLESS 12 MOV TEMPER 700F                     0.2790 29.00 0.290 188.0 236.0   9.5  ---  5.80 0.20
 454 STEEL WROUGHT STAINLESS GREEK ASCOLONY BAR TMPR 1000F          0.2840 29.00 0.290 137.0 165.0  17.0 59.0  5.83 0.20
 455 STEEL WROUGHT STAINLESS GREEK ASCOLONY BAR TMPR  500F          0.2840 29.00 0.290 175.0 209.0  18.0 53.0  5.83 0.20
 456 STEEL WROUGHT STAINLESS 17-14 CU-MO BAR 1350F WQ               0.2870 29.00 0.290  41.0  89.0  45.0 59.0  8.20 0.20
 457 STEEL WROUGHT STAINLESS HMN BAR ANNEALED                       0.2790 29.00 0.290  56.0 116.0  57.0 60.0  8.50 0.20
 458 STEEL WROUGHT STAINLESS HMN BAR AGE 1400F                      0.2790 29.00 0.290 110.0 170.0  23.0 38.0  8.50 0.20
 459 STEEL WROUGHT STAINLESS HMN BAR AGE 1300F                      0.2790 29.00 0.290 135.0 180.0  19.0 27.0  8.50 0.20
 460 STEEL WROUGHT STAINLESS 17-7PH SHEET ANNEALED                  0.2820 29.00 0.290  40.0 130.0  35.0  ---  8.00 0.20
 461 STEEL WROUGHT STAINLESS 17-7PH SHEET TH 1050                   0.2760 29.00 0.290 185.0 200.0   9.0 26.0  5.60 0.20
 462 STEEL WROUGHT STAINLESS 17-7PH SHEET RH  950                   0.2760 29.00 0.290 220.0 235.0   6.0  ---  5.70 0.20
 463 STEEL WROUGHT STAINLESS 17-7PH SHEET CH  900                   0.2770 29.50 0.290 260.0 265.0   2.0  ---  6.10 0.20
 464 STEEL WROUGHT STAINLESS PH 15-7 MO SHEET ANNEALED              0.2820 29.00 0.290  55.0 130.0  35.0  ---  8.00 0.20
 465 STEEL WROUGHT STAINLESS PH 15-7 MO SHEET TH 1050               0.2770 29.00 0.290 200.0 210.0   7.0  ---  6.10 0.20
 466 STEEL WROUGHT STAINLESS PH 15-7 MO SHEET RH  950               0.2770 29.00 0.290 225.0 240.0   6.0  ---  5.00 0.20
 467 STEEL WROUGHT STAINLESS PH 15-7 MO SHEET CH  900               0.2770 29.00 0.290 260.0 265.0   2.0  ---  5.10 0.20
 468 STEEL WROUGHT STAINLESS PH 14-8 MO SHEET ANNEALED              0.2830 28.30 0.290  55.0 125.0  25.0  ---  5.10 0.20
 469 STEEL WROUGHT STAINLESS PH 14-8 MO SHEET SRH 1050              0.2830 28.30 0.290 205.0 215.0   5.0  ---  5.10 0.20
 470 STEEL WROUGHT STAINLESS PH 14-8 MO SHEET SRH  950              0.2780 28.30 0.290 220.0 235.0   5.0  ---  5.30 0.20
 471 STEEL WROUGHT STAINLESS PH 14-8 MO SHEET CH 950                0.2780 28.30 0.290 289.0 298.0   1.5  ---  5.30 0.20
 472 STEEL WROUGHT STAINLESS AM 350 SHEET ANNEALED                  0.2860 29.40 0.290  61.0 161.0  38.0  ---  9.60 0.20
 473 STEEL WROUGHT STAINLESS AM 350 SHEET DA  850F                  0.2860 29.40 0.290 154.0 179.0  12.0 28.0  9.60 0.20
 474 STEEL WROUGHT STAINLESS AM 350 SHEET SCT 850F                  0.2820 29.40 0.290 175.0 206.0  12.0  ---  9.60 0.20
 475 STEEL WROUGHT STAINLESS AM 350 SHEET CRT                       0.2820 29.40 0.290 175.0 205.0  19.0  ---  9.60 0.20
 476 STEEL WROUGHT STAINLESS AM 355 SHEET ANNEALED                  0.2860 29.40 0.290  57.0 160.0  26.0  ---  9.50 0.20
 477 STEEL WROUGHT STAINLESS AM 355 SHEET DA  850F                  0.2860 29.40 0.290 160.0 190.0  12.0  ---  9.50 0.20
 478 STEEL WROUGHT STAINLESS AM 355 SHEET SCT 850F                  0.2810 29.30 0.290 182.0 216.0  19.0 38.5  9.50 0.20
 479 STEEL WROUGHT STAINLESS AM 355 SHEET CRT 25%                   0.2840 29.00 0.290 210.0 230.0  12.0  ---  9.50 0.20
 480 STEEL WROUGHT STAINLESS 17-4PH BAR ANNEALED                    0.2800 28.50 0.290 110.0 150.0  10.0 45.0  6.00 0.20
 481 STEEL WROUGHT STAINLESS 17-4PH BAR H 1150                      0.2840 28.50 0.290 125.0 145.0  19.0 60.0  6.60 0.20
 482 STEEL WROUGHT STAINLESS 17-4PH BAR H 1075                      0.2830 28.50 0.290 150.0 165.0  16.0 58.0  6.30 0.20
 483 STEEL WROUGHT STAINLESS 17-4PH BAR H 1025                      0.2830 28.50 0.290 165.0 170.0  15.0 56.0  6.30 0.20
 484 STEEL WROUGHT STAINLESS 17-4PH BAR H  900                      0.2830 28.50 0.290 185.0 200.0  14.0 54.0  6.00 0.20
 485 STEEL WROUGHT STAINLESS 15-5PH BAR H 1150                      0.2800 28.50 0.290 125.0 145.0  19.0 60.0  6.60 0.20
 486 STEEL WROUGHT STAINLESS 15-5PH BAR H 1075                      0.2840 28.50 0.290 150.0 165.0  16.0 58.0  6.30 0.20
 487 STEEL WROUGHT STAINLESS 15-5PH BAR H 1025                      0.2830 30.50 0.290 165.0 170.0  15.0 56.0  6.30 0.20
 488 STEEL WROUGHT STAINLESS 15-5PH BAR H  900                      0.2830 28.50 0.290 185.0 200.0  14.0 50.0  6.40 0.20
 489 STEEL WROUGHT STAINLESS PH 13-8 MO BAR H 1100                  0.2820 28.60 0.290 150.0 170.0  16.0 60.0  6.00 0.20
 490 STEEL WROUGHT STAINLESS PH 13-8 MO BAR H 1050                  0.2790 30.80 0.290 180.0 190.0  15.0 55.0  6.00 0.20
 491 STEEL WROUGHT STAINLESS PH 13-8 MO BAR H 1000                  0.2790 32.00 0.290 205.0 215.0  13.0 50.0  6.60 0.20
 492 STEEL WROUGHT STAINLESS PH 13-8 MO BAR H  950                  0.2790 28.60 0.290 205.0 225.0  12.0 40.0  5.90 0.20
 493 STEEL WROUGHT STAINLESS W SHEET ANEALED                        0.2800 28.00 0.290  95.0 135.0  11.0  ---  5.50 0.20
 494 STEEL WROUGHT STAINLESS W SHEET AGE 1050F                      0.2800 28.00 0.290 170.0 190.0  11.0  ---  5.50 0.20
 495 STEEL WROUGHT STAINLESS W SHEET AGE  950F                      0.2800 28.00 0.290 195.0 210.0  11.0  ---  5.50 0.20
 496 STEEL WROUGHT STAINLESS AM 363 STRIP ANNEALED                  0.2800 27.90 0.290 107.0 123.0  12.2  ---  5.70 0.20
 497 STEEL WROUGHT STAINLESS CUSTOM 450 1 IN BAR ANNEALED           0.2800 28.00 0.290 118.0 141.0  13.0 50.0  5.70 0.20
 498 STEEL WROUGHT STAINLESS CUSTOM 450 1 IN BAR AGE 1150F          0.2800 28.00 0.290  90.0 141.0  24.0 70.0  5.70 0.20
 499 STEEL WROUGHT STAINLESS CUSTOM 450 1 IN BAR AGE 1000F          0.2800 28.00 0.290 169.0 172.0  18.0 65.0  5.70 0.20
 500 STEEL WROUGHT STAINLESS CUSTOM 450 1 IN BAR AGE  900F          0.2800 29.50 0.290 187.0 196.0  15.0 55.0  5.70 0.20
 501 STEEL WROUGHT STAINLESS CUSTOM 455 1 IN BAR ANNEALED           0.2800 29.00 0.290 115.0 145.0  14.0 60.0  5.90 0.20
 502 STEEL WROUGHT STAINLESS CUSTOM 455 1 IN BAR AGE 1000F          0.2800 29.00 0.290 195.0 205.0  14.0 55.0  5.90 0.20
 503 STEEL WROUGHT STAINLESS CUSTOM 455 1 IN BAR AGE  950F          0.2800 29.00 0.290 220.0 230.0  12.0 50.0  5.90 0.20
 504 STEEL WROUGHT STAINLESS CUSTOM 455 1 IN BAR AGE  900F          0.2800 29.00 0.290 235.0 245.0  10.0 45.0  5.90 0.20
 505 STEEL WROUGHT STAINLESS 501 BAR ANNEALED                       0.2800 29.00 0.290  30.0  75.0  28.0 65.0  7.30 0.20
 506 STEEL WROUGHT STAINLESS 501 BAR TEMPER 1200F                   0.2800 29.00 0.290  98.0 113.0  22.0 72.0  7.30 0.20
 507 STEEL WROUGHT STAINLESS 501 BAR TEMPER  500F                   0.2800 29.00 0.290 173.0 198.0  14.0 57.0  7.30 0.20
 508 STEEL WROUGHT STAINLESS 502 BAR ANNEALED                       0.2800 29.00 0.290  25.0  65.0  30.0 75.0  7.30 0.20
 509 STEEL ALLENOY ALLEN SOCKET HEAD CAP SCREWS 0-0.5 IN.           0.2830 30.00 0.290 162.0 180.0  12.0 35.0  6.50 0.20
 510 STEEL ALLENOY ALLEN SOCKET HEAD CAP SCREWS 0.625-1.25 IN.      0.2830 30.00 0.290 153.0 170.0  12.0 35.0  6.50 0.20
 511 STEEL ALLENOY ALLEN SOCKET HEAD CAP SCREWS 1.375 IN & LARGER   0.2830 30.00 0.290 153.0 170.0   8.0 35.0  6.50 0.20
 512 STEEL CARBON AISI 1006 PLATE BAR SHEET STRIP TO 16 IN.         0.2830 30.00 0.290  24.0  43.0  30.0  ---  6.30 0.20
 513 STEEL CARBON AISI 1008 PLATE BAR SHEET STRIP TO 18 IN.         0.2830 30.00 0.290  24.5  44.0  30.0  ---  6.30 0.20
 514 STEEL CARBON AISI 1010 PLATE BAR SHEET STRIP TO 18 IN.         0.2830 30.00 0.290  26.0  47.0  28.0  ---  6.30 0.20
 515 STEEL CARBON AISI 1012 PLATE BAR SHEET STRIP TO 18 IN.         0.2830 30.00 0.290  26.5  48.0  28.0  ---  6.30 0.20
 516 STEEL CARBON AISI 1015 PLATE BAR SHEET STRIP TO 18 IN.         0.2830 30.00 0.290  27.5  50.0  28.0  ---  6.30 0.20
 517 STEEL CARBON AISI 1017 PLATE BAR SHEET STRIP TO 18 IN.         0.2830 30.00 0.290  29.0  53.0  26.0  ---  6.30 0.20
 518 STEEL CARBON AISI 1020 PLATE BAR SHEET STRIP TO 18 IN.         0.2830 30.00 0.290  30.0  55.0  25.0  ---  6.30 0.20
 519 STEEL CARBON AISI 1020 ANNEALED                                0.2840 30.00 0.290  40.0  60.0  35.0  ---  6.50 0.20
 520 STEEL CARBON AISI 1020 HARDENED                                0.2840 30.00 0.290  80.0 104.0   6.0  ---  6.50 0.20
 521 STEEL CARBON AISI 1020 HOT ROLLED                              0.2840 30.00 0.290  45.0  69.0  31.0  ---  6.50 0.20
 522 STEEL CARBON A36  ANNEALED TEMP=80F                            0.2830 29.00 0.290  36.0  64.0  37.0 60.0  6.30 0.20
 523 STEEL CARBON A36  ANNEALED TEMP=300F                           0.2830 29.00 0.290  30.0  64.0  25.0 56.0  6.30 0.20
 524 STEEL CARBON A36  ANNEALED TEMP=500F                           0.2830 29.00 0.290  28.0  64.0  28.0 55.0  6.30 0.20
 525 STEEL CARBON A36  ANNEALED TEMP=700F                           0.2830 29.00 0.290  25.0  57.0  35.0 63.0  6.30 0.20
 526 STEEL CARBON A36  ANNEALED TEMP=900F                           0.2830 29.00 0.290  22.0  44.0  42.0 65.0  6.30 0.20
 527 STEEL CARBON A36  ANNEALED TEMP=1100F                          0.2830 29.00 0.290  16.0  25.0  50.0 65.0  6.30 0.20
 528 STEEL CARBON A36  ANNEALED TEMP=1300F                          0.2830 29.00 0.290   8.0   9.0  71.0 65.0  6.30 0.20
 529 STEEL CARBON A36  NORM.@1650 TEMP=80F                          0.2830 30.00 0.290  42.0  72.0  31.0 60.0  6.30 0.20
 530 STEEL CARBON A36  NORM.@1650 TEMP=300F                         0.2830 30.00 0.290  38.0  80.0  24.0 44.0  6.30 0.20
 531 STEEL CARBON A36  NORM.@1650 TEMP=500F                         0.2830 30.00 0.290  34.0  80.0  22.0 41.0  6.30 0.20
 532 STEEL CARBON A36  NORM.@1650 TEMP=700F                         0.2830 30.00 0.290  30.0  70.0  32.0 54.0  6.30 0.20
 533 STEEL CARBON A36  NORM.@1650 TEMP=900F                         0.2830 30.00 0.290  25.0  54.0  38.0 71.0  6.30 0.20
 534 STEEL CARBON A36  PLATE                                        0.2830 30.00 0.290  36.0  69.0  23.0  ---  6.30 0.20
 535 STEEL CARBON A242       ? ?      TEMP=R.T.                     0.2830 30.00 0.290  65.0  84.0  28.0 61.0  6.30 0.20
 536 STEEL CARBON A242       ? ?      TEMP=200F                     0.2830 30.00 0.290  62.0  79.0  26.0 59.0  6.30 0.20
 537 STEEL CARBON A242       ? ?      TEMP=400F                     0.2830 30.00 0.290  55.0  77.0  24.0 59.0  6.30 0.20
 538 STEEL CARBON A242       ? ?      TEMP=600F                     0.2830 30.00 0.290  55.0  77.0  27.0 60.0  6.30 0.20
 539 STEEL CARBON A242       ? ?      TEMP=800F                     0.2830 30.00 0.290  48.0  64.0  28.0 66.0  6.30 0.20
 540 STEEL CARBON A242       ? ?      TEMP=1000F                    0.2830 30.00 0.290  35.0  43.0  36.0 73.0  6.30 0.20
 541 STEEL CARBON A242       ? ?      TEMP=1200F                    0.2830 30.00 0.290  21.0  23.0  52.0 91.0  6.30 0.20
 542 STEEL CARBON A242-1 WEATHERING STEEL PLATE BAR TO .75 IN.      0.2830 30.00 0.290  50.0  70.0  18.0  ---  6.30 0.20
 543 STEEL CARBON A242-1 WEATHERING STEEL PLATE BAR .75-1.5 IN.     0.2830 30.00 0.290  46.0  67.0  21.0  ---  6.30 0.20
 544 STEEL CARBON A242-1 WEATHERING STEEL PLATE BAR 1.5-4 IN.       0.2830 30.00 0.290  42.0  63.0  21.0  ---  6.30 0.20
 545 STEEL CARBON A242-1 BETHLEHEM MAYARI R PLATE BAR TO .75 IN.    0.2830 30.00 0.290  50.0  70.0  18.0  ---  6.30 0.20
 546 STEEL CARBON A242-1 BETHLEHEM MAYARI R PLATE BAR .75-1.5 IN.   0.2830 30.00 0.290  46.0  67.0  21.0  ---  6.30 0.20
 547 STEEL CARBON A242-1 BETHLEHEM MAYARI R PLATE BAR 1.5-4 IN.     0.2830 30.00 0.290  42.0  63.0  21.0  ---  6.30 0.20
 548 STEEL CARBON A242-1 INLAND COR-TEN A PLATE BAR .5 IN. MAX      0.2830 30.00 0.290  50.0  70.0  22.0  ---  6.30 0.20
 549 STEEL CARBON A242-1 INLAND COR-TEN HIGH TEMP PLATE BAR .5 IN   0.2830 30.00 0.290  50.0  70.0  20.0  ---  6.30 0.20
 550 STEEL CARBON A242-1 INTERLAKE COR-TEN A PLATE BAR .5 IN. MAX   0.2830 30.00 0.290  50.0  70.0  21.0  ---  6.30 0.20
 551 STEEL CARBON A242-1 OREGON PLATE TO .75 IN.                    0.2830 30.00 0.290  50.0  70.0  18.0  ---  6.30 0.20
 552 STEEL CARBON A242-1 OREGON PLATE .75-1.5 IN.                   0.2830 30.00 0.290  46.0  67.0  18.0  ---  6.30 0.20
 553 STEEL CARBON A242-1 OREGON PLATE 1.5-3 IN. MAX                 0.2830 30.00 0.290  42.0  63.0  18.0  ---  6.30 0.20
 554 STEEL CARBON A242-1 SHARON COR-TEN A PLATE .5 IN. MAX          0.2830 30.00 0.290  50.0  70.0  22.0  ---  6.30 0.20
 555 STEEL CARBON A242-1 USS COR-TEN A PLATE BAR .5 IN. MAX         0.2830 30.00 0.290  50.0  70.0  22.0  ---  6.30 0.20
 556 STEEL CARBON A242-1 USS COR-TEN HIGH TEMP PLATE BAR .5IN MAX   0.2830 30.00 0.290  50.0  70.0  20.0  ---  6.30 0.20
 557 STEEL CARBON A242-1 W-P PITT-TEN #1 SHEET PLATE .245 IN. MAX   0.2830 30.00 0.290  50.0  70.0  22.0  ---  6.30 0.20
 558 STEEL CARBON A242-2 WEATHERING STEEL PLATE BAR TO .75 IN.      0.2830 30.00 0.290  50.0  70.0  18.0  ---  6.30 0.20
 559 STEEL CARBON A242-2 WEATHERING STEEL PLATE BAR .75-1.5 IN.     0.2830 30.00 0.290  46.0  67.0  21.0  ---  6.30 0.20
 560 STEEL CARBON A242-2 WEATHERING STEEL PLATE BAR 1.5-4 IN.       0.2830 30.00 0.290  42.0  63.0  21.0  ---  6.30 0.20
 561 STEEL CARBON A242-2 ARMCO HIGH STRENGTH PLATE BAR TO .75 IN.   0.2830 30.00 0.290  50.0  70.0  18.0  ---  6.30 0.20
 562 STEEL CARBON A242-2 ARMCO HIGH STRENGTH PLATE BAR .75-1.5 IN   0.2830 30.00 0.290  46.0  67.0  21.0  ---  6.30 0.20
 563 STEEL CARBON A242-2 ARMCO HIGH STRENGTH PLATE BAR 1.5-4 IN.    0.2830 30.00 0.290  42.0  63.0  21.0  ---  6.30 0.20
 564 STEEL CARBON A242-2 INLAND COR-TEN B PLATE BAR .5-4 IN.        0.2830 30.00 0.290  50.0  70.0  22.0  ---  6.30 0.20
 565 STEEL CARBON A242-2 INTERLAKE COR-TEN B PLATE BAR .5 IN. MAX   0.2830 30.00 0.290  50.0  70.0  21.0  ---  6.30 0.20
 566 STEEL CARBON A242-2 NATIONAL COR-TEN B PLATE                   0.2830 30.00 0.290  50.0  70.0  21.0  ---  6.30 0.20
 567 STEEL CARBON A242-2 NATIONAL NAX-W50 PLATE                     0.2830 30.00 0.290  50.0  70.0  22.0  ---  6.30 0.20
 568 STEEL CARBON A242-2 OREGON PLATE TO .75 IN.                    0.2830 30.00 0.290  50.0  70.0  18.0  ---  6.30 0.20
 569 STEEL CARBON A242-2 OREGON PLATE .75-1.5 IN.                   0.2830 30.00 0.290  46.0  67.0  18.0  ---  6.30 0.20
 570 STEEL CARBON A242-2 OREGON PLATE 1.5-3 IN. MAX                 0.2830 30.00 0.290  42.0  63.0  18.0  ---  6.30 0.20
 571 STEEL CARBON A242-2 PHOENIX PLATE TO .75 IN.                   0.2830 30.00 0.290  50.0  70.0  18.0  ---  6.30 0.20
 572 STEEL CARBON A242-2 PHOENIX PLATE .75-1.5 IN.                  0.2830 30.00 0.290  46.0  67.0  21.0  ---  6.30 0.20
 573 STEEL CARBON A242-2 PHOENIX PLATE 1.5-4 IN.                    0.2830 30.00 0.290  42.0  63.0  21.0  ---  6.30 0.20
 574 STEEL CARBON A242-2 REPUBLIC DURA-PLATE 50 PLATE 4 IN. MAX     0.2830 30.00 0.290  50.0  70.0  16.0  ---  6.30 0.20
 575 STEEL CARBON A242-2 REPUBLIC DURA-PLATE 50 ST PLATE TO 2 IN.   0.2830 30.00 0.290  50.0  70.0  25.0  ---  6.30 0.20
 576 STEEL CARBON A242-2 SHARON N-A-X PLATE .5 IN. MAX              0.2830 30.00 0.290  50.0  70.0  22.0  ---  6.30 0.20
 577 STEEL CARBON A242-2 SHARON N-A-X FINE GRAIN PLATE .5 IN. MAX   0.2830 30.00 0.290  50.0  70.0  22.0  ---  6.30 0.20
 578 STEEL CARBON A242-2 SHARON COR-TEN B PLATE .5 IN. MAX          0.2830 30.00 0.290  50.0  70.0  22.0  ---  6.30 0.20
 579 STEEL CARBON A242-2 USS COR-TEN B PLATE BAR 4 IN. MAX          0.2830 30.00 0.290  50.0  70.0  21.0  ---  6.30 0.20
 580 STEEL CARBON A242-2 USS COR-TEN C PLATE BAR 1 IN. MAX          0.2830 30.00 0.290  60.0  80.0  21.0  ---  6.30 0.20
 581 STEEL CARBON A283 GRADE A PLATE                                0.2830 30.00 0.290  24.0  50.0  30.0  ---  6.30 0.20
 582 STEEL CARBON A283 GRADE B PLATE BAR                            0.2830 30.00 0.290  27.0  55.0  28.0  ---  6.30 0.20
 583 STEEL CARBON A283 GRADE C PLATE BAR                            0.2830 30.00 0.290  30.0  60.0  25.0  ---  6.30 0.20
 584 STEEL CARBON A283 GRADE D PLATE                                0.2830 30.00 0.290  33.0  66.0  23.0  ---  6.30 0.20
 585 STEEL CARBON A284 GRADE C PLATE 12 IN. MAX                     0.2830 30.00 0.290  30.0  60.0  25.0  ---  6.30 0.20
 586 STEEL CARBON A284 GRADE D PLATE 8 IN. MAX                      0.2830 30.00 0.290  33.0  60.0  24.0  ---  6.30 0.20
 587 STEEL CARBON A284 STEEL SHEEL PILING                           0.2830 30.00 0.290  39.0  70.0  17.0  ---  6.30 0.20
 588 STEEL CARBON A441 HSLA STRUCTURAL MN-V PLATE BAR TO .75 IN.    0.2830 30.00 0.290  50.0  70.0  18.0  ---  6.30 0.20
