Updated Matlist.txt 5/22/2011
http://www.VarmintAl.com/aengr.htm
English Units (lbf-s2/in, in, s, lbf, psi, lbf-in)
 
I.D. Material Name and Condition.                                  Density Yng's Poiss  Yld   Ult  Elong Redu  CTE  Yld
                                                                   lb/in^3 Modul Ratio  Strs  Strs   %   Area 10^-6 off-
                                                                            msi         ksi   ksi         %   /degF set
 217 BRONZE COMMERCIAL CU.9 ZN.1 ANNEALED                           0.3180 17.00 0.330  12.0  38.0  50.0  --- 10.20 0.50
 218 COPPER COLD ROLLED                                             0.3220 17.00 0.330  45.0  50.0   6.0  ---  9.80 0.50
 219 COPPER HOT ROLLED                                              0.3230 17.00 0.330  10.0  34.0  45.0  ---  9.80 0.50
 220 COPPER OXYGEN FREE (99.92) ANNEALED                            0.3210 17.00 0.330  10.0  32.0  45.0  ---  9.80 0.50
 221 GOLD PURE (99.9) ANNEALED                                      0.6980 12.00 0.420   1.0  17.0  45.0  ---  7.80 0.20
 222 GOLD PURE (99.9) COLD ROLLED                                   0.6980 12.00 0.420  30.0  32.0   4.0  ---  7.80 0.20
 223 INCONEL X ANNEALED                                             0.3000 31.00 0.330  50.0 115.0  50.0  ---  7.60 0.20
 224 INCONEL X HOT ROLLED                                           0.3000 31.00 0.330 120.0 180.0  25.0  ---  7.60 0.20
 225 IRON GRAY CAST                                                 0.2600 13.00 0.300  32.0  32.1   0.5  ---  6.00 0.20
 226 IRON INGOT (99.9+) ANNEALED                                    0.2840 30.10 0.290  19.0  38.0  45.0  ---  6.50 0.20
 227 IRON INGOT (99.9+) HOT ROLLED                                  0.2840 30.10 0.290  19.0  38.0  45.0  ---  6.50 0.20
 228 IRON WROUGHT HAT ROLLED                                        0.2780 29.00 0.290  30.0  48.0  30.0  ---  6.70 0.20
 229 LEAD PURE                                                      0.4100  2.00 0.420   1.9   2.5  50.0  --- 16.40 0.20
 230 MAGNESIUM AZ31B-H24                                            0.0640  6.50 0.350  22.0  37.0  21.0  --- 14.50 0.20
 231 MAGNESIUM HK31B-H24                                            0.0650  6.40 0.350  29.0  37.0   8.0  --- 14.00 0.20
 232 MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H24 SHEET 0.016/0.249        0.0643  6.50 0.330  32.0  42.0  15.0  --- 14.80 0.20
 233 MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H24 SHEET 0.250/0.374        0.0643  6.50 0.330  29.0  40.0  17.0  --- 14.80 0.20
 234 MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H24 SHEET 0.375/0.500        0.0643  6.50 0.330  27.0  39.0  19.0  --- 14.80 0.20
 235 MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H24 SHEET 0.501/1.000        0.0643  6.50 0.330  24.0  38.0  17.0  --- 14.80 0.20
 236 MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H24 SHEET 1.001/2.000        0.0643  6.50 0.330  23.0  37.0  14.0  --- 14.80 0.20
 237 MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H24 SHEET 2.001/3.000        0.0643  6.50 0.330  21.0  37.0  16.0  --- 14.80 0.20
 238 MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H26 SHEET 0.250/0.374        0.0643  6.50 0.330  30.0  40.0  16.0  --- 14.80 0.20
 239 MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H26 SHEET 0.375/0.438        0.0643  6.50 0.330  28.0  40.0  13.0  --- 14.80 0.20
 240 MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H26 SHEET 0.439/0.500        0.0643  6.50 0.330  28.0  40.0  13.0  --- 14.80 0.20
 241 MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H26 SHEET 0.501/0.750        0.0643  6.50 0.330  28.0  40.0  10.0  --- 14.80 0.20
 242 MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H26 SHEET 0.751/1.000        0.0643  6.50 0.330  26.0  39.0  10.0  --- 14.80 0.20
 243 MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H26 SHEET 1.001/1.500        0.0643  6.50 0.330  25.0  38.0  10.0  --- 14.80 0.20
 244 MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H26 SHEET 1.501/2.000        0.0643  6.50 0.330  24.0  38.0  10.0  --- 14.80 0.20
 245 MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN O   SHEET 0.016/0.060        0.0643  6.50 0.330  22.0  37.0  21.0  --- 14.80 0.20
 246 MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN O   SHEET 0.061/0.249        0.0643  6.50 0.330  23.0  37.0  21.0  --- 14.80 0.20
 247 MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN O   SHEET 0.250/0.500        0.0643  6.50 0.330  22.0  36.0  21.0  --- 14.80 0.20
 248 MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN O   SHEET 0.501/2.000        0.0643  6.50 0.330  22.0  36.0  17.0  --- 14.80 0.20
 249 MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN O   SHEET 2.001/3.000        0.0643  6.50 0.330  21.0  36.0  17.0  --- 14.80 0.20
 250 MAGNESIUM WROUGHT HK31A 3.2-TH 0.7-ZR H24 SHEET 0.016/0.125    0.0647  6.50 0.330  30.0  38.0   9.0  --- 14.90 0.20
 251 MAGNESIUM WROUGHT HK31A 3.2-TH 0.7-ZR H24 SHEET 0.126/0.250    0.0647  6.50 0.330  30.0  37.0   9.0  --- 14.90 0.20
 252 MAGNESIUM WROUGHT HK31A 3.2-TH 0.7-ZR H24 SHEET 0.251/1.000    0.0647  6.50 0.330  31.0  39.0  14.0  --- 14.90 0.20
 253 MAGNESIUM WROUGHT HK31A 3.2-TH 0.7-ZR H24 SHEET 1.001/3.000    0.0647  6.50 0.330  29.0  37.0  10.0  --- 14.90 0.20
 254 MAGNESIUM WROUGHT HK31A 3.2-TH 0.7-ZR O   SHEET 0.016/0.250    0.0647  6.50 0.330  20.0  33.0  23.0  --- 14.90 0.20
 255 MAGNESIUM WROUGHT HK31A 3.2-TH 0.7-ZR O   SHEET 0.251/0.500    0.0647  6.50 0.330  19.0  33.0  20.0  --- 14.90 0.20
 256 MAGNESIUM WROUGHT HK31A 3.2-TH 0.7-ZR O   SHEET 0.501/1.000    0.0647  6.50 0.330  18.0  33.0  17.0  --- 14.90 0.20
 257 MAGNESIUM WROUGHT HK31A 3.2-TH 0.7-ZR O   SHEET 1.001/3.000    0.0647  6.50 0.330  17.0  32.0  17.0  --- 14.90 0.20
 258 MAGNESIUM WROUGHT HM21A 2.0-TH 0.8-MN T8  SHEET 0.016/0.250    0.0643  6.50 0.330  28.0  36.0  11.0  --- 14.90 0.20
 259 MAGNESIUM WROUGHT HM21A 2.0-TH 0.8-MN T8  SHEET 0.251/0.500    0.0643  6.50 0.330  30.0  37.0  11.0  --- 14.90 0.20
 260 MAGNESIUM WROUGHT HM21A 2.0-TH 0.8-MN T8  SHEET 0.501/1.000    0.0643  6.50 0.330  28.0  35.0  12.0  --- 14.90 0.20
 261 MAGNESIUM WROUGHT HM21A 2.0-TH 0.8-MN T8  SHEET 1.001/2.000    0.0643  6.50 0.330  25.0  34.0  11.0  --- 14.90 0.20
 262 MAGNESIUM WROUGHT HM21A 2.0-TH 0.8-MN T8  SHEET 2.001/3.000    0.0643  6.50 0.330  26.0  34.0  10.0  --- 14.90 0.20
 263 MAGNESIUM WROUGHT HM21A 2.0-TH 0.8-MN T81 SHEET 0.125/0.312    0.0643  6.50 0.330  30.0  37.0   6.0  --- 14.90 0.20
 264 MAGNESIUM WROUGHT AZ31B 3.0-AL 1.0-ZN TEMPER-F  EXTRUSION      0.0643  6.50 0.330  28.0  38.0  14.0  --- 14.80 0.20
 265 MAGNESIUM WROUGHT AZ61A 6.5-AL 1.0-ZN TEMPER-F  EXTRUSION      0.0650  6.50 0.330  33.0  45.0  16.0  --- 15.10 0.20
 266 MAGNESIUM WROUGHT AZ80A 8.5-AL 0.5-ZN TEMPER-F  EXTRUSION      0.0650  6.50 0.330  36.0  49.0  11.0  --- 15.10 0.20
 267 MAGNESIUM WROUGHT AZ80A 8.5-AL 0.5-ZN TEMPER-T5 EXTRUSION      0.0650  6.50 0.330  40.0  55.0   7.0  --- 15.10 0.20
 268 MAGNESIUM WROUGHT HM31A 3.25-TH 1.2-MN TEMPER-T5 EXTRUSION     0.0653  6.50 0.330  39.0  44.0  10.0  --- 14.90 0.20
 269 MAGNESIUM WROUGHT ZK60A 5.5ZNH 0.45-ZR TEMPER-F  EXTRUSION     0.0661  6.50 0.330  40.0  49.0  14.0  --- 15.00 0.20
 270 MAGNESIUM WROUGHT ZK60A 5.5ZNH 0.45-ZR TEMPER-T5 EXTRUSION     0.0661  6.50 0.330  44.0  53.0  14.0  --- 15.00 0.20
 271 MAGNESIUM WROUGHT AZ31B 3.0-AL 1.0-ZN TEMPER-F  TUBING         0.0643  6.50 0.330  24.0  36.0  16.0  --- 14.80 0.20
 272 MAGNESIUM WROUGHT AZ61A 6.5-AL 1.0-ZN TEMPER-F  TUBING         0.0650  6.50 0.330  24.0  41.0  14.0  --- 15.10 0.20
 273 MAGNESIUM WROUGHT ZK60A 5.5ZNH 0.45-ZR TEMPER-F  TUBING        0.0661  6.50 0.330  34.0  46.0  12.0  --- 15.00 0.20
 274 MAGNESIUM WROUGHT ZK60A 5.5ZNH 0.45-ZR TEMPER-T5 TUBING        0.0661  6.50 0.330  40.0  50.0  11.0  --- 15.00 0.20
 275 MAGNESIUM WROUGHT AZ31B 3.0-AL 1.0-ZN TEMPER-F  FORGING        0.0643  6.50 0.330  28.0  38.0   9.0  --- 14.80 0.20
 276 MAGNESIUM WROUGHT AZ61A 6.5-AL 1.0-ZN TEMPER-F  FORGING        0.0650  6.50 0.330  26.0  43.0  12.0  --- 15.10 0.20
 277 MAGNESIUM WROUGHT AZ80A 8.5-AL 0.5-ZN TEMPER-F  FORGING        0.0650  6.50 0.330  31.0  46.0   8.0  --- 15.10 0.20
 278 MAGNESIUM WROUGHT AZ80A 8.5-AL 0.5-ZN TEMPER-T5 FORGING        0.0650  6.50 0.330  34.0  50.0   6.0  --- 15.10 0.20
 279 MAGNESIUM WROUGHT AZ80A 8.5-AL 0.5-ZN TEMPER-T6 FORGING        0.0650  6.50 0.330  36.0  50.0   5.0  --- 15.10 0.20
 280 MAGNESIUM WROUGHT HM21A 2.0-TH 0.8-MN TEMPER-T5 FORGING        0.0643  6.50 0.330  22.0  34.0   9.0  --- 14.90 0.20
 281 MAGNESIUM WROUGHT ZK60A 5.5ZNH 0.45-ZR TEMPER-T5 FORGING       0.0661  6.50 0.330  30.0  44.0  16.0  --- 15.00 0.20
 282 MAGNESIUM WROUGHT ZK60A 5.5ZNH 0.45-ZR TEMPER-T6 FORGING       0.0661  6.50 0.330  39.0  47.0  11.0  --- 15.00 0.20
 283 MAGNESIUM CAST AM100A 10.0-AL 0.3-ZN TEMPER-F                  0.0654  6.50 0.330  12.0  22.0   2.0  ---  0.00 0.20
 284 MAGNESIUM CAST AM100A 10.0-AL 0.3-ZN TEMPER-T4                 0.0654  6.50 0.330  13.0  40.0  10.0  ---  0.00 0.20
 285 MAGNESIUM CAST AM100A 10.0-AL 0.3-ZN TEMPER-T6                 0.0654  6.50 0.330  16.0  40.0   4.0  ---  0.00 0.20
 286 MAGNESIUM CAST AM100A 10.0-AL 0.3-ZN TEMPER-T61                0.0654  6.50 0.330  22.0  40.0   2.0  ---  0.00 0.20
 287 MAGNESIUM CAST AZ63A  60.0-AL 3.0-ZN TEMPER-F                  0.0663  6.50 0.330  14.0  29.0   6.0  ---  0.00 0.20
 288 MAGNESIUM CAST AZ63A  60.0-AL 3.0-ZN TEMPER-T4                 0.0663  6.50 0.330  14.0  40.0  12.0  ---  0.00 0.20
 289 MAGNESIUM CAST AZ63A  60.0-AL 3.0-ZN TEMPER-T5                 0.0663  6.50 0.330  15.0  29.0   4.0  ---  0.00 0.20
 290 MAGNESIUM CAST AZ63A  60.0-AL 3.0-ZN TEMPER-T6                 0.0663  6.50 0.330  19.0  40.0   5.0  ---  0.00 0.20
 291 MAGNESIUM CAST AZ81A   7.5-AL 0.7-ZN TEMPER-T4                 0.0650  6.50 0.330  12.0  40.0  15.0  ---  0.00 0.20
 292 MAGNESIUM CAST AZ91A   8.7-AL 0.7-ZN TEMPER-F                  0.0654  6.50 0.330  14.0  24.0   2.5  ---  0.00 0.20
 293 MAGNESIUM CAST AZ91A   8.7-AL 0.7-ZN TEMPER-T4                 0.0654  6.50 0.330  13.0  40.0  15.0  ---  0.00 0.20
 294 MAGNESIUM CAST AZ91A   8.7-AL 0.7-ZN TEMPER-T6                 0.0654  6.50 0.330  19.0  40.0   5.0  ---  0.00 0.20
 295 MAGNESIUM CAST AZ92A   9.0-AL 2.0-ZN TEMPER-F                  0.0657  6.50 0.330  14.0  24.0   2.0  ---  0.00 0.20
 296 MAGNESIUM CAST AZ92A   9.0-AL 2.0-ZN TEMPER-T4                 0.0657  6.50 0.330  14.0  40.0  10.0  ---  0.00 0.20
 297 MAGNESIUM CAST AZ92A   9.0-AL 2.0-ZN TEMPER-T5                 0.0657  6.50 0.330  17.0  26.0   1.0  ---  0.00 0.20
 298 MAGNESIUM CAST AZ92A   9.0-AL 2.0-ZN TEMPER-T6                 0.0657  6.50 0.330  22.0  40.0   2.0  ---  0.00 0.20
 299 MAGNESIUM CAST EZ33A   2.5-RE 3.2-ZN TEMPER-T5                 0.0660  6.50 0.330  16.0  23.0   3.0  ---  0.00 0.20
 300 MAGNESIUM CAST HK31A   3.2-TH 0.3-ZN TEMPER-T6                 0.0646  6.50 0.330  15.0  32.0   8.0  ---  0.00 0.20
 301 MAGNESIUM CAST HZ32A   3.2-TH 2.1-ZN TEMPER-T5                 0.0660  6.50 0.330  15.0  29.0   6.0  ---  0.00 0.20
 302 MAGNESIUM CAST K1A     0.7-ZR        TEMPER-F                  0.0629  6.50 0.330   8.0  26.0  19.0  ---  0.00 0.20
 303 MAGNESIUM CAST QE22A 2.5-AG 2.2-RE 0.7-ZR TEMPER-T6            0.0654  6.50 0.330  28.0  38.0   3.0  ---  0.00 0.20
 304 MAGNESIUM CAST QH21A 2.5-AG 1-RE 1.1-TH 0.7-ZR TEMPER-T6       0.0657  6.50 0.330  30.0  40.0   4.0  ---  0.00 0.20
 305 MAGNESIUM CAST ZE41A 4.2-ZN 1.25-RE 0.7-ZR     TEMPER-T5       0.0657  6.50 0.330  20.0  30.0   3.5  ---  0.00 0.20
 306 MAGNESIUM CAST ZE63A 5.75-ZN 2.6-RE 0.7-ZR     TEMPER-T6       0.0672  6.50 0.330  28.0  44.0  10.0  ---  0.00 0.20
 307 MAGNESIUM CAST ZE62A 5.7-ZN 1.8-TH 0.75-ZR     TEMPER-T5       0.0669  6.50 0.330  25.0  40.0   6.0  ---  0.00 0.20
 308 MAGNESIUM CAST ZK51A 4.6-ZN 0.75-ZR  TEMPER-T5                 0.0654  6.50 0.330  24.0  40.0   8.0  ---  0.00 0.20
 309 MAGNESIUM CAST ZK61A 60.0-ZN 0.8-ZR  TEMPER-T6                 0.0660  6.50 0.330  28.0  45.0  10.0  ---  0.00 0.20
 310 MOLYBDENIUM DRAWN 14 MIN.                                      0.3680 42.00 0.320  60.0 215.0   3.0  ---  3.00 0.20
 311 MONEL SAND CAST NI.63 CU.32 SI.012                             0.3120 19.00 0.330  35.0  80.0  35.0  ---  6.80 0.20
 312 MONEL WROUGHT NI.67 CU.30 ANNEALED                             0.3190 26.00 0.360  35.0  75.0  40.0  ---  7.80 0.20
 313 MONEL WROUGHT NI.67 CU.30 COLD DRAWN                           0.3190 26.00 0.360  80.0 100.0  25.0  ---  7.80 0.20
 314 MONEL WROUGHT NI.67 CU.30 COLD ROLLED HARD                     0.3190 26.00 0.360 100.0 110.0   5.0  ---  7.80 0.20
 315 MONEL WROUGHT NI.67 CU.30 HOT ROLLED                           0.3190 26.00 0.360  50.0  90.0  35.0  ---  7.80 0.20
 316 MULBERRY                                                       0.5920 11.00 0.370  60.0 130.0  15.0  --- 14.00 0.20
 317 NICKEL SILVER CU.65 ZN.2 NI.15 1/2 HARD                        0.3140 18.00 0.310  62.0  74.0  10.0  ---  9.00 0.50
 318 NICKEL SILVER CU.65 ZN.2 NI.15 ANNEALED                        0.3140 18.00 0.310  19.0  55.0  42.0  ---  9.00 0.50
 319 NICKEL SILVER CU.65 ZN.2 NI.15 FULL HARD                       0.3140 18.00 0.310  75.0  85.0   3.0  ---  9.00 0.50
 320 NICKEL WROUGHT (99.0) ANNEALED                                 0.3210 30.00 0.310  20.0  70.0  40.0  ---  7.20 0.20
 321 NICKEL WROUGHT (99.0) COLD DRAWN                               0.3210 30.00 0.310  70.0  95.0  25.0  ---  7.20 0.20
 322 NICKEL WROUGHT (99.0) COLD ROLLED HARD                         0.3210 30.00 0.310  95.0 105.0   5.0  ---  7.20 0.20
 323 NICKEL WROUGHT (99.0) HOT ROLLED                               0.3210 30.00 0.310  25.0  75.0  40.0  ---  7.20 0.20
 324 PALLADIUM COMMERCIAL (99.5) ANNEALED                           0.4320 17.00 0.390   5.0  30.0  40.0  ---  6.50 0.20
 325 PALLADIUM COMMERCIAL (99.5) COLD ROLLED                        0.4310 17.00 0.390  32.0  45.0   1.5  ---  6.50 0.20
 326 PLATINUM PURE (99.99) ANNEALED                                 0.7220 21.00 0.390  10.0  24.0  24.0  ---  4.90 0.20
 327 PLATINUM PURE (99.99) COLD ROLLED                              0.7720 21.00 0.390  27.0  36.0   2.5  ---  4.90 0.20
 328 PLUTONIUM ALPHA                                                0.6970 14.00 0.190  40.0  60.0  15.0  --- 26.60 0.20
 329 PLUTONIUM DELTA                                                0.5710  6.00 0.290  16.0  24.0  35.0  --- 36.50 0.20
 330 PLUTONIUM TAILWIND                                             0.5710  5.00 0.290   8.0  14.2  36.0  ---  8.30 0.20
 331 PLUTONIUM TAILWIND FAST STRAIN RATE 5 IN/IN-MIN                0.5710  5.00 0.290   9.2  15.8  36.0  ---  8.30 0.20
 332 POLYCARBONATE                                                  0.0430  0.34 0.380   8.0  10.0 110.0  --- 39.00 0.20
 333 POLYETHYLENE TYPE III                                          0.0440  0.15 0.450   1.8   4.0 150.0  --- 95.00 0.20
 334 SILVER PURE (99.9) ANNEALED                                    0.3790 11.00 0.370  12.0  23.0  45.0  --- 10.90 0.20
 335 SILVER PURE (99.9) COLD ROLLED                                 0.3790 11.00 0.370  38.0  43.0   6.0  --- 10.90 0.20
 336 STEEL WROUGHT STAINLESS 201 SHEET ANNEALED                     0.2800 28.60 0.290  55.0 110.0  55.0 65.0  8.70 0.20
 337 STEEL WROUGHT STAINLESS 201 SHEET 10% CR                       0.2800 28.60 0.290  90.0 130.0  36.0  ---  8.70 0.20
 338 STEEL WROUGHT STAINLESS 201 SHEET 40% CR                       0.2800 28.60 0.290 165.0 190.0  10.0  ---  8.70 0.20
 339 STEEL WROUGHT STAINLESS 202 SHEET ANNEALED                     0.2800 28.60 0.290  50.0 105.0  55.0  ---  9.20 0.20
 340 STEEL WROUGHT STAINLESS 202 SHEET 10% CR                       0.2800 28.60 0.290  98.0 128.0  31.0  ---  9.20 0.20
 341 STEEL WROUGHT STAINLESS 202 SHEET 40% CR                       0.2800 28.60 0.290 155.0 184.0   8.0  ---  9.20 0.20
 342 STEEL WROUGHT STAINLESS 203 EZ 1 IN. BAR ANNEALED              0.2840 28.60 0.290  45.0  87.0  53.0 63.0  9.00 0.20
 343 STEEL WROUGHT STAINLESS 203 EZ 1 IN. BAR CD                    0.2840 28.60 0.290  80.0 115.0  15.0 35.0  9.00 0.20
 344 STEEL WROUGHT STAINLESS 203 EZ 1 IN. BAR FULL HARD             0.2840 28.60 0.290 140.0 170.0  17.0 47.0  9.00 0.20
 345 STEEL WROUGHT STAINLESS 301 SHEET ANNEALED                     0.2860 29.00 0.290  40.0 120.0  75.0 65.0  9.40 0.20
 346 STEEL WROUGHT STAINLESS 301 SHEET 10% CR                       0.2860 28.00 0.290  88.0 150.0  55.0 40.0  9.40 0.20
 347 STEEL WROUGHT STAINLESS 301 SHEET 40% CR                       0.2860 28.00 0.290 170.0 195.0  23.0 10.0  9.40 0.20
 348 STEEL WROUGHT STAINLESS 301 SHEET 60% CR                       0.2860 27.00 0.290 230.0 235.0  10.0  ---  9.40 0.20
 349 STEEL WROUGHT STAINLESS 302 SHEET ANNEALED                     0.2870 27.90 0.290  40.0  93.0  68.0 65.0  9.60 0.20
 350 STEEL WROUGHT STAINLESS 302 SHEET 10% CR                       0.2870 27.90 0.290  92.0 108.0  43.0 41.0  9.60 0.20
 351 STEEL WROUGHT STAINLESS 302 SHEET 40% CR                       0.2870 27.90 0.290 132.0 151.0  13.0  8.0  9.60 0.20
 352 STEEL WROUGHT STAINLESS 302B PLATE ANEALED                     0.2870 27.90 0.290  40.0  90.0  50.0 65.0  9.20 0.20
 353 STEEL WROUGHT STAINLESS 303 1 IN. BAR ANNEALED                 0.2900 28.00 0.290  37.0  90.0  65.0 60.0  9.60 0.20
 354 STEEL WROUGHT STAINLESS 303 1 IN. BAR 10% CR                   0.2900 28.00 0.290  45.0 105.0  45.0 57.0  9.60 0.20
 355 STEEL WROUGHT STAINLESS 303 1 IN. BAR 40% CR                   0.2900 28.00 0.290  80.0 173.0  13.0 45.0  9.60 0.20
 356 STEEL WROUGHT STAINLESS 303 SE 1 IN. BAR ANNEALED              0.2860 28.00 0.290  35.0  90.0  50.0 65.0  9.60 0.20
 357 STEEL WROUGHT STAINLESS 303 SE 1 IN. BAR HALF HARD             0.2860 28.00 0.290 105.0 137.0  25.0  ---  9.60 0.20
 358 STEEL WROUGHT STAINLESS 303 SE 1 IN. BAR FULL HARD             0.2860 28.00 0.290 137.0 175.0  14.0  ---  9.60 0.20
 359 STEEL WROUGHT STAINLESS 304 BAR ANNEALED                       0.2900 28.10 0.290  34.0  87.0  57.0 67.0  9.60 0.20
 360 STEEL WROUGHT STAINLESS 304 BAR 10% CR                         0.2900 28.10 0.290  70.0  98.0  35.0  ---  9.60 0.20
 361 STEEL WROUGHT STAINLESS 304 BAR 40% CR                         0.2900 28.10 0.290 135.0 146.0  12.0  ---  9.60 0.20
 362 STEEL WROUGHT STAINLESS 304L BAR ANNEALED                      0.2860 28.00 0.290  32.0  85.0  57.0 70.0  9.60 0.20
 363 STEEL WROUGHT STAINLESS 304L BAR 10% CR                        0.2860 28.00 0.290  73.0 106.0  35.0  ---  9.60 0.20
 364 STEEL WROUGHT STAINLESS 304L BAR 40% CR                        0.2860 28.00 0.290 137.0 154.0   9.0  ---  9.60 0.20
 365 STEEL WROUGHT STAINLESS 305 SHEET ANNEALED                     0.2860 28.00 0.290  33.0  86.0  62.0 73.0  9.60 0.20
 366 STEEL WROUGHT STAINLESS 305 SHEET 10% CR                       0.2860 28.00 0.290  70.0  94.0  45.0 48.0  9.60 0.20
 367 STEEL WROUGHT STAINLESS 305 SHEET 40% CR                       0.2860 28.00 0.290 130.0 145.0  10.0 25.0  9.60 0.20
 368 STEEL WROUGHT STAINLESS 308 SHEET ANNEALED                     0.2900 28.00 0.290  33.0  80.0  58.0 57.0  9.60 0.20
 369 STEEL WROUGHT STAINLESS 308 SHEET 10% CR                       0.2900 28.00 0.290  64.0  93.0  38.0  ---  9.60 0.20
 370 STEEL WROUGHT STAINLESS 308 SHEET 40% CR                       0.2900 28.00 0.290 128.0 153.0  11.0  ---  9.60 0.20
 371 STEEL WROUGHT STAINLESS 309 SHEET ANNEALED                     0.2900 29.00 0.290  37.0  80.0  55.0 60.0  8.30 0.20
 372 STEEL WROUGHT STAINLESS 309 SHEET 10% CR                       0.2900 29.00 0.290  57.0  87.0  45.0  ---  8.30 0.20
 373 STEEL WROUGHT STAINLESS 309 SHEET 40% CR                       0.2900 29.00 0.290 124.0 135.0   8.0  ---  8.30 0.20
 374 STEEL WROUGHT STAINLESS 310 SHEET ANNEALED                     0.2870 28.20 0.290  45.0  85.0  47.0 70.0  8.30 0.20
 375 STEEL WROUGHT STAINLESS 310 SHEET 10% CR                       0.2870 28.20 0.290  67.0 108.0  28.0  ---  8.30 0.20
 376 STEEL WROUGHT STAINLESS 310 SHEET 40% CR                       0.2870 28.20 0.290 138.0 155.0   5.0  ---  8.30 0.20
 377 STEEL WROUGHT STAINLESS 314 SHEET ANNEALED                     0.2790 29.00 0.290  50.0 100.0  40.0 60.0  8.40 0.20
 378 STEEL WROUGHT STAINLESS 316 SHEET ANNEALED                     0.2870 28.10 0.290  38.0  85.0  61.0 67.0  8.90 0.20
 379 STEEL WROUGHT STAINLESS 316 SHEET 10% CR                       0.2870 28.10 0.290  70.0  95.0  40.0  ---  8.90 0.20
 380 STEEL WROUGHT STAINLESS 316 SHEET 40% CR                       0.2870 28.10 0.290 128.0 143.0   8.0  ---  8.90 0.20
 381 STEEL WROUGHT STAINLESS 316L SHEET ANNEALED                    0.2840 28.00 0.290  37.0  77.0  55.0 70.0  8.90 0.20
 382 STEEL WROUGHT STAINLESS 316L SHEET HALF HARD                   0.2840 28.00 0.290  90.0 125.0  25.0  ---  8.90 0.20
 383 STEEL WROUGHT STAINLESS 316L SHEET FULL HARD                   0.2840 28.00 0.290 127.0 165.0  12.0  ---  8.90 0.20
 384 STEEL WROUGHT STAINLESS 317 1 IN. BAR ANNEALED                 0.2900 28.00 0.290  38.0  87.0  55.0 70.0 10.30 0.20
 385 STEEL WROUGHT STAINLESS 317 1 IN. BAR 10% CR                   0.2900 28.00 0.290  57.0 104.0  37.0  --- 10.30 0.20
 386 STEEL WROUGHT STAINLESS 317 1 IN. BAR 40% CR                   0.2900 28.00 0.290 134.0 148.0   7.0  --- 10.30 0.20
 387 STEEL WROUGHT STAINLESS 321 SHEET ANNEALED                     0.2850 28.00 0.290  32.0  90.0  55.0 60.0  9.30 0.20
 388 STEEL WROUGHT STAINLESS 321 SHEET 10% CR                       0.2850 28.00 0.290  70.0 100.0  45.0  ---  9.30 0.20
 389 STEEL WROUGHT STAINLESS 321 SHEET 40% CR                       0.2850 28.00 0.290 133.0 150.0   7.0  ---  9.30 0.20
 390 STEEL WROUGHT STAINLESS 347 SHEET ANNEALED                     0.2860 28.20 0.290  40.0  95.0  50.0 60.0  9.30 0.20
 391 STEEL WROUGHT STAINLESS 347 SHEET 10% CR                       0.2860 28.20 0.290  77.0 105.0  33.0  ---  9.30 0.20
 392 STEEL WROUGHT STAINLESS 347 SHEET 40% CR                       0.2860 28.20 0.290 138.0 158.0   5.0  ---  9.30 0.20
 393 STEEL WROUGHT STAINLESS 348 BAR                                0.2900 28.20 0.290  37.0  90.0  50.0 65.0  9.30 0.20
 394 STEEL WROUGHT STAINLESS 19-9DL SHEET ANNEALED                  0.2870 29.50 0.290  67.0 113.0  33.0  ---  8.40 0.20
 395 STEEL WROUGHT STAINLESS 19-9DL SHEET HR+SR AT 1200F            0.2870 29.50 0.290 103.0 127.0  19.0  ---  8.40 0.20
 396 STEEL WROUGHT STAINLESS 21-6-9 SHEET ANNEALED                  0.2830 29.40 0.290  68.0 112.0  44.0 70.0  9.30 0.20
 397 STEEL WROUGHT STAINLESS 21-6-9 SHEET CR                        0.2830 29.40 0.290 130.0 145.0  20.0  ---  9.30 0.20
 398 STEEL WROUGHT STAINLESS 21-6-9 SHEET 60 %CR                    0.2830 29.40 0.290 182.0 202.0   6.0  ---  9.30 0.20
 399 STEEL WROUGHT STAINLESS 22-13-5 SHEET ANNEALED                 0.2850 28.00 0.290  86.0 128.0  36.0 70.0 10.80 0.20
 400 STEEL WROUGHT STAINLESS 22-13-5 SHEET 60% CR                   0.2850 28.00 0.290 199.0 212.0   5.0 55.0 10.80 0.20
